,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,holidays,holidays_lower,holidays_upper,stock_market_closed,stock_market_closed_lower,stock_market_closed_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,1996-01-01,8.816083979638671,-110.79838409864617,123.43075826199643,8.816083979638671,8.816083979638671,-2.227149732137636,-2.227149732137636,-2.227149732137636,0.0,0.0,0.0,0.0,0.0,0.0,1.0665341350399302,1.0665341350399302,1.0665341350399302,-3.2936838671775623,-3.2936838671775623,-3.2936838671775623,0.0,0.0,0.0,6.588934247501035
1,1996-01-02,8.826892136460037,-100.30037712339552,133.04914290617492,8.826892136460037,8.826892136460037,0.07331401063790026,0.07331401063790026,0.07331401063790026,0.0,0.0,0.0,0.0,0.0,0.0,2.793957902534453,2.793957902534453,2.793957902534453,-2.7206438918965548,-2.7206438918965548,-2.7206438918965548,0.0,0.0,0.0,8.900206147097938
2,1996-01-03,8.837700293281404,-104.07401263332495,123.09764823832987,8.837700293281404,8.837700293281404,0.22471310030419434,0.22471310030419434,0.22471310030419434,0.0,0.0,0.0,0.0,0.0,0.0,2.329427752793903,2.329427752793903,2.329427752793903,-2.104714652489709,-2.104714652489709,-2.104714652489709,0.0,0.0,0.0,9.062413393585599
3,1996-01-04,8.84850845010277,-88.98709520409996,125.02306990383995,8.84850845010277,8.84850845010277,1.2726667852564348,1.2726667852564348,1.2726667852564348,0.0,0.0,0.0,0.0,0.0,0.0,2.7414384648699435,2.7414384648699435,2.7414384648699435,-1.4687716796135073,-1.4687716796135073,-1.4687716796135073,0.0,0.0,0.0,10.121175235359205
4,1996-01-05,8.859316606924136,-103.29155857030517,123.31862508686174,8.859316606924136,8.859316606924136,-0.2002306405501524,-0.2002306405501524,-0.2002306405501524,0.0,0.0,0.0,0.0,0.0,0.0,0.6364196403485409,0.6364196403485409,0.6364196403485409,-0.8366502808986966,-0.8366502808986966,-0.8366502808986966,0.0,0.0,0.0,8.659085966373983
5,1996-01-08,8.891741077388232,-94.629479840494,115.52342810439205,8.891741077388232,8.891741077388232,1.863094186888833,1.863094186888833,1.863094186888833,0.0,0.0,0.0,0.0,0.0,0.0,1.0665341348757418,1.0665341348757418,1.0665341348757418,0.7965600520130893,0.7965600520130893,0.7965600520130893,0.0,0.0,0.0,10.754835264277066
6,1996-01-09,8.9025492342096,-115.5498278416667,122.7738617094029,8.9025492342096,8.9025492342096,3.9707478869281827,3.9707478869281827,3.9707478869281827,0.0,0.0,0.0,0.0,0.0,0.0,2.7939579024507886,2.7939579024507886,2.7939579024507886,1.1767899844773961,1.1767899844773961,1.1767899844773961,0.0,0.0,0.0,12.873297121137782
7,1996-01-10,8.913357391030965,-104.0873734066226,128.26563874535574,8.913357391030965,8.913357391030965,3.7700039040991116,3.7700039040991116,3.7700039040991116,0.0,0.0,0.0,0.0,0.0,0.0,2.3294277530902137,2.3294277530902137,2.3294277530902137,1.4405761510088981,1.4405761510088981,1.4405761510088981,0.0,0.0,0.0,12.683361295130076
8,1996-01-11,8.92416554785233,-97.17598216272292,130.58461947745573,8.92416554785233,8.92416554785233,4.312210124126191,4.312210124126191,4.312210124126191,0.0,0.0,0.0,0.0,0.0,0.0,2.7414384649868935,2.7414384649868935,2.7414384649868935,1.5707716591392997,1.5707716591392997,1.5707716591392997,0.0,0.0,0.0,13.236375671978521
9,1996-01-12,8.934973704673697,-96.92967960926826,128.61247089787759,8.934973704673697,8.934973704673697,2.189627911062999,2.189627911062999,2.189627911062999,0.0,0.0,0.0,0.0,0.0,0.0,0.6364196404747278,0.6364196404747278,0.6364196404747278,1.5532082705882664,1.5532082705882664,1.5532082705882664,0.0,0.0,0.0,11.124601615736696
10,1996-01-15,8.967398175137795,-106.87417775076185,123.32783787003882,8.967398175137795,8.967398175137795,1.5910068842246385,1.5910068842246385,1.5910068842246385,0.0,0.0,0.0,0.0,0.0,0.0,1.0665341350087174,1.0665341350087174,1.0665341350087174,0.5244727492159224,0.5244727492159224,0.5244727492159224,0.0,0.0,0.0,10.558405059362434
11,1996-01-16,8.97820633195916,-98.98848853409022,130.19534059609651,8.97820633195916,8.97820633195916,2.6394285446327617,2.6394285446327617,2.6394285446327617,0.0,0.0,0.0,0.0,0.0,0.0,2.793957902497598,2.793957902497598,2.793957902497598,-0.1545293578648375,-0.1545293578648375,-0.1545293578648375,0.0,0.0,0.0,11.617634876591922
12,1996-01-17,8.989014488780525,-105.92008879751509,120.25249939139998,8.989014488780525,8.989014488780525,1.3324248979815223,1.3324248979815223,1.3324248979815223,0.0,0.0,0.0,0.0,0.0,0.0,2.3294277529424265,2.3294277529424265,2.3294277529424265,-0.9970028549609044,-0.9970028549609044,-0.9970028549609044,0.0,0.0,0.0,10.321439386762046
13,1996-01-18,8.999822645601892,-99.97261252565816,121.18574559473838,8.999822645601892,8.999822645601892,0.7471615008862508,0.7471615008862508,0.7471615008862508,0.0,0.0,0.0,0.0,0.0,0.0,2.741438465103848,2.741438465103848,2.741438465103848,-1.9942769642175966,-1.9942769642175966,-1.9942769642175966,0.0,0.0,0.0,9.746984146488142
14,1996-01-19,9.010630802423258,-103.72467663728493,118.83224636522765,9.010630802423258,9.010630802423258,-2.4975248243687136,-2.4975248243687136,-2.4975248243687136,0.0,0.0,0.0,0.0,0.0,0.0,0.6364196404620379,0.6364196404620379,0.6364196404620379,-3.1339444648307495,-3.1339444648307495,-3.1339444648307495,0.0,0.0,0.0,6.5131059780545435
