,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,holidays,holidays_lower,holidays_upper,stock_market_closed,stock_market_closed_lower,stock_market_closed_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
12,2002-07-17,-101.1305888486133,-349.8112141143566,301.4788458416387,-101.1305888486133,-101.1305888486133,76.53629964000233,76.53629964000233,76.53629964000233,0.0,0.0,0.0,0.0,0.0,0.0,85.92448864779296,85.92448864779296,85.92448864779296,-9.388189007790634,-9.388189007790634,-9.388189007790634,0.0,0.0,0.0,-24.594289208610974
13,2002-07-18,-101.10838417532106,-343.7487800233321,297.89736256530614,-101.10838417532106,-101.10838417532106,79.07122293782558,79.07122293782558,79.07122293782558,0.0,0.0,0.0,0.0,0.0,0.0,87.46050777192211,87.46050777192211,87.46050777192211,-8.389284834096525,-8.389284834096525,-8.389284834096525,0.0,0.0,0.0,-22.037161237495482
14,2002-07-19,-101.08617950202883,-354.94385736208267,306.0923667290423,-101.08617950202883,-101.08617950202883,83.04654561350324,83.04654561350324,83.04654561350324,0.0,0.0,0.0,0.0,0.0,0.0,90.44637267697138,90.44637267697138,90.44637267697138,-7.3998270634681464,-7.3998270634681464,-7.3998270634681464,0.0,0.0,0.0,-18.039633888525586
15,2002-07-22,-101.01956548215212,-333.65735456455354,309.70455248494335,-101.01956548215212,-101.01956548215212,84.29142339406702,84.29142339406702,84.29142339406702,0.0,0.0,0.0,0.0,0.0,0.0,88.962725389453,88.962725389453,88.962725389453,-4.671301995385962,-4.671301995385962,-4.671301995385962,0.0,0.0,0.0,-16.728142088085093
16,2002-07-23,-100.99736080885988,-351.28451498382356,287.3152834675147,-100.99736080885988,-100.99736080885988,85.89272030559957,85.89272030559957,85.89272030559957,0.0,0.0,0.0,0.0,0.0,0.0,89.78659059429025,89.78659059429025,89.78659059429025,-3.893870288690687,-3.893870288690687,-3.893870288690687,0.0,0.0,0.0,-15.104640503260313
17,2002-07-24,-100.97515613556764,-331.8457522768246,315.57807324711206,-100.97515613556764,-100.97515613556764,82.72193832561021,82.72193832561021,82.72193832561021,0.0,0.0,0.0,0.0,0.0,0.0,85.9244886478522,85.9244886478522,85.9244886478522,-3.202550322241995,-3.202550322241995,-3.202550322241995,0.0,0.0,0.0,-18.253217809957434
18,2002-07-25,-100.95295146227542,-329.33855712898855,292.421339439306,-100.95295146227542,-100.95295146227542,84.85543380919364,84.85543380919364,84.85543380919364,0.0,0.0,0.0,0.0,0.0,0.0,87.4605077721964,87.4605077721964,87.4605077721964,-2.605073963002757,-2.605073963002757,-2.605073963002757,0.0,0.0,0.0,-16.09751765308178
19,2002-07-26,-100.93074678898317,-302.99085949119785,327.0026643085914,-100.93074678898317,-100.93074678898317,88.34039885844861,88.34039885844861,88.34039885844861,0.0,0.0,0.0,0.0,0.0,0.0,90.44637267648562,90.44637267648562,90.44637267648562,-2.1059738180370196,-2.1059738180370196,-2.1059738180370196,0.0,0.0,0.0,-12.590347930534563
20,2002-07-29,-100.86413276910646,-339.0151118905283,305.38499172837476,-100.86413276910646,-100.86413276910646,87.76811762368193,87.76811762368193,87.76811762368193,0.0,0.0,0.0,0.0,0.0,0.0,88.96272538967473,88.96272538967473,88.96272538967473,-1.1946077659927874,-1.1946077659927874,-1.1946077659927874,0.0,0.0,0.0,-13.09601514542453
21,2002-07-30,-100.84192809581424,-327.6650278794552,312.22919798691277,-100.84192809581424,-100.84192809581424,88.7181242000326,88.7181242000326,88.7181242000326,0.0,0.0,0.0,0.0,0.0,0.0,89.78659059385737,89.78659059385737,89.78659059385737,-1.0684663938247756,-1.0684663938247756,-1.0684663938247756,0.0,0.0,0.0,-12.123803895781634
22,2002-07-31,-100.819723422522,-325.1499328361521,300.9607631918988,-100.819723422522,-100.819723422522,84.90969504578686,84.90969504578686,84.90969504578686,0.0,0.0,0.0,0.0,0.0,0.0,85.92448864763217,85.92448864763217,85.92448864763217,-1.0147936018452959,-1.0147936018452959,-1.0147936018452959,0.0,0.0,0.0,-15.910028376735141
23,2002-08-01,-100.79751874922977,-323.47150776959774,292.0845214007535,-100.79751874922977,-100.79751874922977,86.44065736096215,86.44065736096215,86.44065736096215,0.0,0.0,0.0,0.0,0.0,0.0,87.46050777247066,87.46050777247066,87.46050777247066,-1.0198504115085083,-1.0198504115085083,-1.0198504115085083,0.0,0.0,0.0,-14.356861388267617
24,2002-08-02,-100.77531407593753,-372.3266083934719,287.98062806678286,-100.77531407593753,-100.77531407593753,89.37856452204757,89.37856452204757,89.37856452204757,0.0,0.0,0.0,0.0,0.0,0.0,90.44637267599987,90.44637267599987,90.44637267599987,-1.0678081539522948,-1.0678081539522948,-1.0678081539522948,0.0,0.0,0.0,-11.396749553889961
25,2002-08-05,-100.70870005606082,-327.4709165929672,298.1082268143266,-100.70870005606082,-100.70870005606082,87.67345030426218,87.67345030426218,87.67345030426218,0.0,0.0,0.0,0.0,0.0,0.0,88.96272539093316,88.96272539093316,88.96272539093316,-1.2892750866709766,-1.2892750866709766,-1.2892750866709766,0.0,0.0,0.0,-13.035249751798645
26,2002-08-06,-100.6864953827686,-315.690466812221,295.82710763307375,-100.6864953827686,-100.6864953827686,88.46116090214112,88.46116090214112,88.46116090214112,0.0,0.0,0.0,0.0,0.0,0.0,89.7865905940748,89.7865905940748,89.7865905940748,-1.3254296919336774,-1.3254296919336774,-1.3254296919336774,0.0,0.0,0.0,-12.225334480627481
27,2002-08-07,-100.66429070947635,-333.92855957978213,295.57564784390166,-100.66429070947635,-100.66429070947635,84.6134483411879,84.6134483411879,84.6134483411879,0.0,0.0,0.0,0.0,0.0,0.0,85.9244886474121,85.9244886474121,85.9244886474121,-1.3110403062241964,-1.3110403062241964,-1.3110403062241964,0.0,0.0,0.0,-16.050842368288443
28,2002-08-08,-100.64208603618412,-311.66725396713974,316.00746701473827,-100.64208603618412,-100.64208603618412,86.23229791728271,86.23229791728271,86.23229791728271,0.0,0.0,0.0,0.0,0.0,0.0,87.46050777221791,87.46050777221791,87.46050777221791,-1.2282098549352092,-1.2282098549352092,-1.2282098549352092,0.0,0.0,0.0,-14.409788118901417
29,2002-08-09,-100.61988136289189,-319.3852256984721,321.62748732199424,-100.61988136289189,-100.61988136289189,89.38589496626344,89.38589496626344,89.38589496626344,0.0,0.0,0.0,0.0,0.0,0.0,90.44637267670359,90.44637267670359,90.44637267670359,-1.0604777104401513,-1.0604777104401513,-1.0604777104401513,0.0,0.0,0.0,-11.233986396628453
30,2002-08-12,-100.55326734301518,-335.302612048851,296.62486785968656,-100.55326734301518,-100.55326734301518,89.04925798974176,89.04925798974176,89.04925798974176,0.0,0.0,0.0,0.0,0.0,0.0,88.96272539014059,88.96272539014059,88.96272539014059,0.08653259960117578,0.08653259960117578,0.08653259960117578,0.0,0.0,0.0,-11.504009353273418
31,2002-08-13,-100.53106266972294,-342.8892390106887,321.7551562086417,-100.53106266972294,-100.53106266972294,90.50250049009325,90.50250049009325,90.50250049009325,0.0,0.0,0.0,0.0,0.0,0.0,89.7865905942922,89.7865905942922,89.7865905942922,0.7159098958010278,0.7159098958010278,0.7159098958010278,0.0,0.0,0.0,-10.028562179629688
32,2002-08-14,-100.5088579964307,-315.9504809756514,331.22870078085697,-100.5088579964307,-100.5088579964307,87.40252409642441,87.40252409642441,87.40252409642441,0.0,0.0,0.0,0.0,0.0,0.0,85.92448864747134,85.92448864747134,85.92448864747134,1.4780354489530814,1.4780354489530814,1.4780354489530814,0.0,0.0,0.0,-13.106333900006291
33,2002-08-15,-100.48665332313848,-373.7881755832852,253.5205699756198,-100.48665332313848,-100.48665332313848,54.423410833643146,54.423410833643146,54.423410833643146,-35.41108802456055,-35.41108802456055,-35.41108802456055,-35.41108802456055,-35.41108802456055,-35.41108802456055,87.46050777150865,87.46050777150865,87.46050777150865,2.3739910866950558,2.3739910866950558,2.3739910866950558,0.0,0.0,0.0,-46.06324248949534
34,2002-08-16,-100.46444864984623,-313.9652952039825,316.68699604690005,-100.46444864984623,-100.46444864984623,93.8482411997737,93.8482411997737,93.8482411997737,0.0,0.0,0.0,0.0,0.0,0.0,90.44637267651414,90.44637267651414,90.44637267651414,3.401868523259558,3.401868523259558,3.401868523259558,0.0,0.0,0.0,-6.616207450072537
35,2002-08-19,-100.39783462996952,-320.6330378184906,316.5392363113069,-100.39783462996952,-100.39783462996952,96.17831551814662,96.17831551814662,96.17831551814662,0.0,0.0,0.0,0.0,0.0,0.0,88.96272538984402,88.96272538984402,88.96272538984402,7.215590128302588,7.215590128302588,7.215590128302588,0.0,0.0,0.0,-4.219519111822905
36,2002-08-20,-100.3756299566773,-324.36350628985144,321.5554864336427,-100.3756299566773,-100.3756299566773,98.48368543598899,98.48368543598899,98.48368543598899,0.0,0.0,0.0,0.0,0.0,0.0,89.78659059423607,89.78659059423607,89.78659059423607,8.697094841752927,8.697094841752927,8.697094841752927,0.0,0.0,0.0,-1.8919445206883125
37,2002-08-21,-100.35342528338505,-312.9677126884844,306.2192749101707,-100.35342528338505,-100.35342528338505,96.18639792372038,96.18639792372038,96.18639792372038,0.0,0.0,0.0,0.0,0.0,0.0,85.92448864790461,85.92448864790461,85.92448864790461,10.261909275815766,10.261909275815766,10.261909275815766,0.0,0.0,0.0,-4.167027359664672
38,2002-08-22,-100.33122061009283,-300.9581280765504,329.81951335307923,-100.33122061009283,-100.33122061009283,99.3550401903789,99.3550401903789,99.3550401903789,0.0,0.0,0.0,0.0,0.0,0.0,87.46050777125592,87.46050777125592,87.46050777125592,11.894532419122983,11.894532419122983,11.894532419122983,0.0,0.0,0.0,-0.976180419713927
39,2002-08-23,-100.30901593680059,-322.0137333201691,332.57464976903617,-100.30901593680059,-100.30901593680059,104.02479612060202,104.02479612060202,104.02479612060202,0.0,0.0,0.0,0.0,0.0,0.0,90.44637267573202,90.44637267573202,90.44637267573202,13.578423444869996,13.578423444869996,13.578423444869996,0.0,0.0,0.0,3.715780183801428
40,2002-08-26,-100.24240191692388,-341.68908889708456,318.8595231241114,-100.24240191692388,-100.24240191692388,107.72834080643152,107.72834080643152,107.72834080643152,0.0,0.0,0.0,0.0,0.0,0.0,88.9627253900881,88.9627253900881,88.9627253900881,18.76561541634342,18.76561541634342,18.76561541634342,0.0,0.0,0.0,7.485938889507636
41,2002-08-27,-100.22019724363165,-299.5848004350238,346.15530464275844,-100.22019724363165,-100.22019724363165,110.26975200001802,110.26975200001802,110.26975200001802,0.0,0.0,0.0,0.0,0.0,0.0,89.78659059380323,89.78659059380323,89.78659059380323,20.4831614062148,20.4831614062148,20.4831614062148,0.0,0.0,0.0,10.049554756386371
42,2002-08-28,-100.19799257033941,-292.7536193213283,311.21052120395586,-100.19799257033941,-100.19799257033941,108.09276631690292,108.09276631690292,108.09276631690292,0.0,0.0,0.0,0.0,0.0,0.0,85.92448864768457,85.92448864768457,85.92448864768457,22.16827766921837,22.16827766921837,22.16827766921837,0.0,0.0,0.0,7.894773746563516
43,2002-08-29,-100.17578789704719,-335.2390878900603,301.1999340360054,-100.17578789704719,-100.17578789704719,111.26717204957527,111.26717204957527,111.26717204957527,0.0,0.0,0.0,0.0,0.0,0.0,87.46050777153019,87.46050777153019,87.46050777153019,23.806664278045076,23.806664278045076,23.806664278045076,0.0,0.0,0.0,11.091384152528079
44,2002-08-30,-100.15358322375494,-302.2816855910331,343.8266712552659,-100.15358322375494,-100.15358322375494,115.83190176470686,115.83190176470686,115.83190176470686,0.0,0.0,0.0,0.0,0.0,0.0,90.4463726761394,90.4463726761394,90.4463726761394,25.38552908856745,25.38552908856745,25.38552908856745,0.0,0.0,0.0,15.67831854095192
45,2002-09-02,-100.08696920387823,-292.6274932628179,340.6004755065612,-100.08696920387823,-100.08696920387823,118.62592325708455,118.62592325708455,118.62592325708455,0.0,0.0,0.0,0.0,0.0,0.0,88.96272539033217,88.96272539033217,88.96272539033217,29.66319786675239,29.66319786675239,29.66319786675239,0.0,0.0,0.0,18.538954053206325
46,2002-09-03,-100.064764530586,-298.824098783852,315.84438141841815,-100.064764530586,-100.064764530586,120.69804714335477,120.69804714335477,120.69804714335477,0.0,0.0,0.0,0.0,0.0,0.0,89.78659059467084,89.78659059467084,89.78659059467084,30.91145654868392,30.91145654868392,30.91145654868392,0.0,0.0,0.0,20.633282612768767
47,2002-09-04,-100.04255985729377,-298.5090057362046,339.574564979847,-100.04255985729377,-100.04255985729377,117.9876808817427,117.9876808817427,117.9876808817427,0.0,0.0,0.0,0.0,0.0,0.0,85.9244886474645,85.9244886474645,85.9244886474645,32.06319223427818,32.06319223427818,32.06319223427818,0.0,0.0,0.0,17.945121024448937
48,2002-09-05,-100.02035518400153,-283.7473325575643,358.5585261768041,-100.02035518400153,-100.02035518400153,120.57687894118952,120.57687894118952,120.57687894118952,0.0,0.0,0.0,0.0,0.0,0.0,87.4605077718397,87.4605077718397,87.4605077718397,33.116371169349826,33.116371169349826,33.116371169349826,0.0,0.0,0.0,20.55652375718799
49,2002-09-06,-99.9981505107093,-312.8237527418263,340.82277372862524,-99.9981505107093,-99.9981505107093,124.51683730236164,124.51683730236164,124.51683730236164,0.0,0.0,0.0,0.0,0.0,0.0,90.44637267594997,90.44637267594997,90.44637267594997,34.07046462641167,34.07046462641167,34.07046462641167,0.0,0.0,0.0,24.518686791652343
50,2002-09-09,-99.93153649083258,-294.94908740012505,334.17356467007136,-99.93153649083258,-99.93153649083258,125.31344814843933,125.31344814843933,125.31344814843933,0.0,0.0,0.0,0.0,0.0,0.0,88.96272539005798,88.96272539005798,88.96272539005798,36.350722758381366,36.350722758381366,36.350722758381366,0.0,0.0,0.0,25.38191165760675
51,2002-09-10,-99.90933181754036,-276.184000568354,356.0721608491726,-99.90933181754036,-99.90933181754036,126.71163591493097,126.71163591493097,126.71163591493097,0.0,0.0,0.0,0.0,0.0,0.0,89.78659059526491,89.78659059526491,89.78659059526491,36.92504531966605,36.92504531966605,36.92504531966605,0.0,0.0,0.0,26.802304097390603
52,2002-09-11,-99.88712714424811,-290.73843772964705,361.34641647559846,-99.88712714424811,-99.88712714424811,123.33615741142816,123.33615741142816,123.33615741142816,0.0,0.0,0.0,0.0,0.0,0.0,85.92448864752376,85.92448864752376,85.92448864752376,37.41166876390441,37.41166876390441,37.41166876390441,0.0,0.0,0.0,23.44903026718005
53,2002-09-12,-99.86492247095589,-283.6373124668244,334.32921143447766,-99.86492247095589,-99.86492247095589,125.27426620964906,125.27426620964906,125.27426620964906,0.0,0.0,0.0,0.0,0.0,0.0,87.46050777158695,87.46050777158695,87.46050777158695,37.81375843806211,37.81375843806211,37.81375843806211,0.0,0.0,0.0,25.409343738693167
54,2002-09-13,-99.84271779766365,-266.56972638716053,329.5511107891023,-99.84271779766365,-99.84271779766365,128.58053403783134,128.58053403783134,128.58053403783134,0.0,0.0,0.0,0.0,0.0,0.0,90.44637267576059,90.44637267576059,90.44637267576059,38.13416136207076,38.13416136207076,38.13416136207076,0.0,0.0,0.0,28.73781624016769
55,2002-09-16,-99.77610377778694,-305.99168815281297,320.5156797889188,-99.77610377778694,-99.77610377778694,127.58748366993186,127.58748366993186,127.58748366993186,0.0,0.0,0.0,0.0,0.0,0.0,88.96272538976143,88.96272538976143,88.96272538976143,38.62475828017043,38.62475828017043,38.62475828017043,0.0,0.0,0.0,27.811379892144913
56,2002-09-17,-99.7538991044947,-279.03949962849015,363.1088733067423,-99.7538991044947,-99.7538991044947,128.42055688307482,128.42055688307482,128.42055688307482,0.0,0.0,0.0,0.0,0.0,0.0,89.78659059483213,89.78659059483213,89.78659059483213,38.633966288242675,38.633966288242675,38.633966288242675,0.0,0.0,0.0,28.666657778580117
57,2002-09-18,-99.73169443120247,-281.24692155584813,358.56176669948013,-99.73169443120247,-99.73169443120247,124.48955859056912,124.48955859056912,124.48955859056912,0.0,0.0,0.0,0.0,0.0,0.0,85.92448864823633,85.92448864823633,85.92448864823633,38.56506994233278,38.56506994233278,38.56506994233278,0.0,0.0,0.0,24.757864159366648
58,2002-09-19,-99.70948975791023,-298.06704238576356,331.6920577580847,-99.70948975791023,-99.70948975791023,125.87670072774193,125.87670072774193,125.87670072774193,0.0,0.0,0.0,0.0,0.0,0.0,87.46050777133424,87.46050777133424,87.46050777133424,38.416192956407684,38.416192956407684,38.416192956407684,0.0,0.0,0.0,26.1672109698317
59,2002-09-20,-99.687285084618,-278.6236802178158,352.1917152887016,-99.687285084618,-99.687285084618,128.63107858677856,128.63107858677856,128.63107858677856,0.0,0.0,0.0,0.0,0.0,0.0,90.4463726752748,90.4463726752748,90.4463726752748,38.184705911503755,38.184705911503755,38.184705911503755,0.0,0.0,0.0,28.94379350216056
60,2002-09-23,-99.62067106474129,-311.8381035473628,337.5871647317398,-99.62067106474129,-99.62067106474129,125.92343089113183,125.92343089113183,125.92343089113183,0.0,0.0,0.0,0.0,0.0,0.0,88.96272539000549,88.96272539000549,88.96272539000549,36.960705501126334,36.960705501126334,36.960705501126334,0.0,0.0,0.0,26.30275982639054
61,2002-09-24,-99.59846639144907,-285.2755874540201,339.4230307466765,-99.59846639144907,-99.59846639144907,126.1506241511919,126.1506241511919,126.1506241511919,0.0,0.0,0.0,0.0,0.0,0.0,89.78659059439931,89.78659059439931,89.78659059439931,36.3640335567926,36.3640335567926,36.3640335567926,0.0,0.0,0.0,26.55215775974284
62,2002-09-25,-99.57626171815681,-315.3055606748496,322.60317016676055,-99.57626171815681,-99.57626171815681,121.59199645944614,121.59199645944614,121.59199645944614,0.0,0.0,0.0,0.0,0.0,0.0,85.92448864866957,85.92448864866957,85.92448864866957,35.66750781077657,35.66750781077657,35.66750781077657,0.0,0.0,0.0,22.01573474128932
63,2002-09-26,-99.55405704486458,-286.1286382208122,329.65625666845074,-99.55405704486458,-99.55405704486458,122.32932050529078,122.32932050529078,122.32932050529078,0.0,0.0,0.0,0.0,0.0,0.0,87.46050777164375,87.46050777164375,87.46050777164375,34.868812733647026,34.868812733647026,34.868812733647026,0.0,0.0,0.0,22.775263460426203
64,2002-09-27,-99.53185237157236,-304.4421649525072,345.3984825039234,-99.53185237157236,-99.53185237157236,124.413121798722,124.413121798722,124.413121798722,0.0,0.0,0.0,0.0,0.0,0.0,90.44637267568216,90.44637267568216,90.44637267568216,33.96674912303985,33.96674912303985,33.96674912303985,0.0,0.0,0.0,24.881269427149647
65,2002-09-30,-99.46523835169565,-293.3239235789413,331.69736271640545,-99.46523835169565,-99.46523835169565,119.61421516439736,119.61421516439736,119.61421516439736,0.0,0.0,0.0,0.0,0.0,0.0,88.96272539024964,88.96272539024964,88.96272539024964,30.65148977414772,30.65148977414772,30.65148977414772,0.0,0.0,0.0,20.14897681270172
66,2002-10-01,-99.44303367840341,-280.9002867745621,346.6884793590694,-99.44303367840341,-99.44303367840341,119.14324348423058,119.14324348423058,119.14324348423058,0.0,0.0,0.0,0.0,0.0,0.0,89.7865905946167,89.7865905946167,89.7865905946167,29.356652889613876,29.356652889613876,29.356652889613876,0.0,0.0,0.0,19.70020980582717
67,2002-10-02,-99.42082900511117,-344.46532579793615,289.9124459191872,-99.42082900511117,-99.42082900511117,78.4924721645059,78.4924721645059,78.4924721645059,-35.41108802456055,-35.41108802456055,-35.41108802456055,-35.41108802456055,-35.41108802456055,-35.41108802456055,85.92448864807554,85.92448864807554,85.92448864807554,27.979071540990915,27.979071540990915,27.979071540990915,0.0,0.0,0.0,-20.928356840605275
68,2002-10-03,-99.39862433181894,-290.9004132083045,349.35728076849574,-99.39862433181894,-99.39862433181894,113.99009888210908,113.99009888210908,113.99009888210908,0.0,0.0,0.0,0.0,0.0,0.0,87.46050777191802,87.46050777191802,87.46050777191802,26.529591110191063,26.529591110191063,26.529591110191063,0.0,0.0,0.0,14.591474550290144
69,2002-10-04,-99.3764196585267,-306.7992139069307,331.7261976671245,-99.3764196585267,-99.3764196585267,115.46786354534248,115.46786354534248,115.46786354534248,0.0,0.0,0.0,0.0,0.0,0.0,90.44637267549277,90.44637267549277,90.44637267549277,25.021490869849718,25.021490869849718,25.021490869849718,0.0,0.0,0.0,16.09144388681578
70,2002-10-07,-99.30980563864999,-312.6112300639445,324.40459448145896,-99.30980563864999,-99.30980563864999,109.27575525298829,109.27575525298829,109.27575525298829,0.0,0.0,0.0,0.0,0.0,0.0,88.96272538995301,88.96272538995301,88.96272538995301,20.313029863035286,20.313029863035286,20.313029863035286,0.0,0.0,0.0,9.9659496143383
71,2002-10-08,-99.28760096535777,-313.8831561787356,326.9911523726808,-99.28760096535777,-99.28760096535777,108.53490065538563,108.53490065538563,108.53490065538563,0.0,0.0,0.0,0.0,0.0,0.0,89.78659059521077,89.78659059521077,89.78659059521077,18.74831006017486,18.74831006017486,18.74831006017486,0.0,0.0,0.0,9.247299690027859
72,2002-10-09,-99.26539629206553,-296.9265560916212,313.5576299880954,-99.26539629206553,-99.26539629206553,103.1477067207345,103.1477067207345,103.1477067207345,0.0,0.0,0.0,0.0,0.0,0.0,85.92448864720212,85.92448864720212,85.92448864720212,17.22321807353238,17.22321807353238,17.22321807353238,0.0,0.0,0.0,3.8823104286689727
73,2002-10-10,-99.24319161877328,-325.1402171505261,309.2674563523082,-99.24319161877328,-99.24319161877328,103.22233360390642,103.22233360390642,103.22233360390642,0.0,0.0,0.0,0.0,0.0,0.0,87.4605077716653,87.4605077716653,87.4605077716653,15.76182583224113,15.76182583224113,15.76182583224113,0.0,0.0,0.0,3.9791419851331398
74,2002-10-11,-99.22098694548106,-310.1722383364887,333.17781095734904,-99.22098694548106,-99.22098694548106,104.83510737902857,104.83510737902857,104.83510737902857,0.0,0.0,0.0,0.0,0.0,0.0,90.44637267530337,90.44637267530337,90.44637267530337,14.388734703725207,14.388734703725207,14.388734703725207,0.0,0.0,0.0,5.614120433547512
75,2002-10-14,-99.15437292560435,-313.1191025256923,325.41534143929744,-99.15437292560435,-99.15437292560435,100.00527563947017,100.00527563947017,100.00527563947017,0.0,0.0,0.0,0.0,0.0,0.0,88.9627253896788,88.9627253896788,88.9627253896788,11.042550249791361,11.042550249791361,11.042550249791361,0.0,0.0,0.0,0.8509027138658212
76,2002-10-15,-99.13216825231213,-311.93316653296586,308.0137837137693,-99.13216825231213,-99.13216825231213,100.04789561032398,100.04789561032398,100.04789561032398,0.0,0.0,0.0,0.0,0.0,0.0,89.78659059450437,89.78659059450437,89.78659059450437,10.261305015819607,10.261305015819607,10.261305015819607,0.0,0.0,0.0,0.9157273580118499
77,2002-10-16,-99.10996357901988,-313.1381622356196,295.9763144724888,-99.10996357901988,-99.10996357901988,95.605664056056,95.605664056056,95.605664056056,0.0,0.0,0.0,0.0,0.0,0.0,85.92448864763543,85.92448864763543,85.92448864763543,9.681175408420577,9.681175408420577,9.681175408420577,0.0,0.0,0.0,-3.5042995229638763
78,2002-10-17,-99.08775890572764,-302.66246625369797,307.28920954746707,-99.08775890572764,-99.08775890572764,96.77951598858682,96.77951598858682,96.77951598858682,0.0,0.0,0.0,0.0,0.0,0.0,87.46050777141255,87.46050777141255,87.46050777141255,9.319008217174275,9.319008217174275,9.319008217174275,0.0,0.0,0.0,-2.3082429171408165
