,ds,y
0,2002-07-08,19.716175079345703
1,2002-07-09,19.60433578491211
2,2002-07-10,19.531972885131836
3,2002-07-11,19.387243270874023
4,2002-07-12,19.387243270874023
5,2002-07-15,19.084627151489258
6,2002-07-16,18.92015838623047
7,2002-07-17,19.05173110961914
8,2002-07-18,19.07146644592285
9,2002-07-19,19.150415420532227
10,2002-07-22,19.01226043701172
11,2002-07-23,19.10435676574707
12,2002-07-24,18.630699157714844
13,2002-07-25,18.38728904724121
14,2002-07-26,18.064931869506836
15,2002-07-29,18.657012939453125
16,2002-07-30,18.150461196899414
17,2002-07-31,18.499130249023438
18,2002-08-01,19.045154571533203
19,2002-08-02,18.505706787109375
20,2002-08-05,18.038619995117188
21,2002-08-06,17.939943313598633
22,2002-08-07,17.9991512298584
23,2002-08-08,17.861000061035156
24,2002-08-09,17.847841262817383
25,2002-08-12,17.676794052124023
26,2002-08-13,17.67021942138672
27,2002-08-14,17.407075881958008
28,2002-08-15,17.407075881958008
29,2002-08-16,17.657058715820312
30,2002-08-19,17.880733489990234
31,2002-08-20,17.762319564819336
32,2002-08-21,17.80179214477539
33,2002-08-22,17.683374404907227
34,2002-08-23,18.334657669067383
35,2002-08-26,18.334657669067383
36,2002-08-27,18.38728904724121
37,2002-08-28,18.321502685546875
38,2002-08-29,18.27545166015625
39,2002-08-30,18.893844604492188
40,2002-09-02,18.716222763061523
41,2002-09-03,18.472814559936523
42,2002-09-04,18.341238021850586
43,2002-09-05,18.43991470336914
44,2002-09-06,18.801740646362305
45,2002-09-09,18.597808837890625
46,2002-09-10,18.597808837890625
47,2002-09-11,18.946474075317383
48,2002-09-12,18.946474075317383
49,2002-09-13,18.854373931884766
50,2002-09-16,18.782007217407227
51,2002-09-17,18.913578033447266
52,2002-09-18,18.992523193359375
53,2002-09-19,19.229354858398438
54,2002-09-20,18.53202247619629
55,2002-09-23,18.157033920288086
56,2002-09-24,18.262290954589844
57,2002-09-25,18.025463104248047
58,2002-09-26,17.808368682861328
59,2002-09-27,18.157033920288086
60,2002-09-30,18.45965576171875
61,2002-10-01,19.058313369750977
62,2002-10-02,19.058313369750977
63,2002-10-03,18.69648551940918
64,2002-10-04,18.860952377319336
65,2002-10-07,18.841218948364258
66,2002-10-08,18.222822189331055
67,2002-10-09,17.985992431640625
68,2002-10-10,17.77547836303711
69,2002-10-11,18.14388084411621
70,2002-10-14,18.235984802246094
71,2002-10-15,18.235984802246094
72,2002-10-16,18.11756706237793
73,2002-10-17,17.985992431640625
74,2002-10-18,17.045249938964844
75,2002-10-21,17.236026763916016
76,2002-10-22,16.71632194519043
77,2002-10-23,17.104455947875977
78,2002-10-24,16.255809783935547
79,2002-10-25,16.643953323364258
80,2002-10-28,17.308393478393555
81,2002-10-29,17.762319564819336
82,2002-10-30,17.420228958129883
83,2002-10-31,17.749160766601562
84,2002-11-01,17.295236587524414
85,2002-11-04,17.301816940307617
86,2002-11-05,17.124189376831055
87,2002-11-06,17.124189376831055
88,2002-11-07,16.380802154541016
89,2002-11-08,15.91372013092041
90,2002-11-11,15.920300483703613
91,2002-11-12,15.40716552734375
92,2002-11-13,14.545367240905762
93,2002-11-14,15.584789276123047
94,2002-11-15,15.795306205749512
95,2002-11-18,16.157136917114258
96,2002-11-19,16.157136917114258
97,2002-11-20,15.84135627746582
98,2002-11-21,15.880827903747559
99,2002-11-22,17.018932342529297
100,2002-11-25,18.11756706237793
101,2002-11-26,17.95967674255371
102,2002-11-27,17.742582321166992
103,2002-11-28,17.53864288330078
104,2002-11-29,17.51890754699707
105,2002-12-02,17.604429244995117
106,2002-12-03,17.249187469482422
107,2002-12-04,17.354446411132812
108,2002-12-05,17.749160766601562
109,2002-12-06,17.72284507751465
110,2002-12-09,17.887313842773438
111,2002-12-10,17.591272354125977
112,2002-12-11,18.038619995117188
113,2002-12-12,18.650434494018555
114,2002-12-13,19.670124053955078
115,2002-12-16,19.374086380004883
116,2002-12-17,18.841218948364258
117,2002-12-18,18.755687713623047
118,2002-12-19,18.518857955932617
119,2002-12-20,18.407026290893555
120,2002-12-23,18.729381561279297
121,2002-12-24,18.716222763061523
122,2002-12-25,18.716222763061523
123,2002-12-26,18.472814559936523
124,2002-12-27,18.867528915405273
125,2002-12-30,18.82147979736328
126,2002-12-31,18.4859676361084
127,2003-01-01,18.472814559936523
128,2003-01-02,18.28203010559082
129,2003-01-03,17.99257469177246
130,2003-01-06,17.525489807128906
131,2003-01-07,17.453121185302734
132,2003-01-08,17.5123291015625
133,2003-01-09,17.63074493408203
134,2003-01-10,18.26887321472168
135,2003-01-13,18.62411880493164
136,2003-01-14,18.49254608154297
137,2003-01-15,18.69648551940918
138,2003-01-16,18.9793643951416
139,2003-01-17,19.018842697143555
140,2003-01-20,18.907001495361328
141,2003-01-21,19.69643783569336
142,2003-01-22,19.729328155517578
143,2003-01-23,18.907001495361328
144,2003-01-24,19.453027725219727
145,2003-01-27,19.268827438354492
146,2003-01-28,19.57144546508789
147,2003-01-29,19.650390625
148,2003-01-30,19.729328155517578
149,2003-01-31,19.722753524780273
150,2003-02-03,19.413557052612305
151,2003-02-04,19.446449279785156
152,2003-02-05,18.992523193359375
153,2003-02-06,19.360923767089844
154,2003-02-07,18.900423049926758
155,2003-02-10,18.62411880493164
156,2003-02-11,18.900423049926758
157,2003-02-12,19.176725387573242
158,2003-02-13,19.176725387573242
159,2003-02-14,19.420133590698242
160,2003-02-17,19.334611892700195
161,2003-02-18,19.453027725219727
162,2003-02-19,19.729328155517578
163,2003-02-20,19.656967163085938
