,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,All Saints Day,All Saints Day_lower,All Saints Day_upper,All Souls Day,All Souls Day_lower,All Souls Day_upper,Boxing Day,Boxing Day_lower,Boxing Day_upper,Christmas Day,Christmas Day_lower,Christmas Day_upper,Day of Ashura,Day of Ashura_lower,Day of Ashura_upper,Diwali,Diwali_lower,Diwali_upper,Easter Sunday,Easter Sunday_lower,Easter Sunday_upper,Eid al-Fitr,Eid al-Fitr_lower,Eid al-Fitr_upper,Feast of Holy Family,Feast of Holy Family_lower,Feast of Holy Family_upper,Feast of Pentecost,Feast of Pentecost_lower,Feast of Pentecost_upper,Feast of the Blessed Virgin,Feast of the Blessed Virgin_lower,Feast of the Blessed Virgin_upper,Feast of the Sacrifice,Feast of the Sacrifice_lower,Feast of the Sacrifice_upper,Fest of St. Theresa of Calcutta,Fest of St. Theresa of Calcutta_lower,Fest of St. Theresa of Calcutta_upper,Gandhi Jayanti,Gandhi Jayanti_lower,Gandhi Jayanti_upper,Good Friday,Good Friday_lower,Good Friday_upper,Holi,Holi_lower,Holi_upper,Independence Day,Independence Day_lower,Independence Day_upper,Maundy Thursday,Maundy Thursday_lower,Maundy Thursday_upper,Mawlid,Mawlid_lower,Mawlid_upper,New Year's Day,New Year's Day_lower,New Year's Day_upper,Palm Sunday,Palm Sunday_lower,Palm Sunday_upper,Republic Day,Republic Day_lower,Republic Day_upper,additive_terms,additive_terms_lower,additive_terms_upper,holidays,holidays_lower,holidays_upper,stock_market_closed,stock_market_closed_lower,stock_market_closed_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
1608,2002-02-28,-29.75295464347428,-35.14625397521605,69.32802963644062,-29.75295464347428,-29.75295464347428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.54787565095343,44.54787565095343,44.54787565095343,0.0,0.0,0.0,0.0,0.0,0.0,45.17479844990275,45.17479844990275,45.17479844990275,-0.6269227989493305,-0.6269227989493305,-0.6269227989493305,0.0,0.0,0.0,14.79492100747915
1609,2002-03-01,-29.74060239965961,-38.92810072057623,67.7081855188345,-29.74060239965961,-29.74060239965961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.8676227146256,43.8676227146256,43.8676227146256,0.0,0.0,0.0,0.0,0.0,0.0,44.83859602429661,44.83859602429661,44.83859602429661,-0.9709733096710186,-0.9709733096710186,-0.9709733096710186,0.0,0.0,0.0,14.127020314965986
1610,2002-03-04,-29.7035456682156,-41.77237843347928,64.82551072847201,-29.7035456682156,-29.7035456682156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.18727923763517,43.18727923763517,43.18727923763517,0.0,0.0,0.0,0.0,0.0,0.0,45.18490775133223,45.18490775133223,45.18490775133223,-1.9976285136970728,-1.9976285136970728,-1.9976285136970728,0.0,0.0,0.0,13.483733569419567
1611,2002-03-05,-29.69119342440093,-39.646641363588444,70.42819642805208,-29.69119342440093,-29.69119342440093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.59971462300952,42.59971462300952,42.59971462300952,0.0,0.0,0.0,0.0,0.0,0.0,44.93285398299603,44.93285398299603,44.93285398299603,-2.3331393599865065,-2.3331393599865065,-2.3331393599865065,0.0,0.0,0.0,12.90852119860859
1612,2002-03-06,-29.67884118058626,-42.2006679150404,59.87083418316161,-29.67884118058626,-29.67884118058626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.164154001191015,42.164154001191015,42.164154001191015,0.0,0.0,0.0,0.0,0.0,0.0,44.82720791630813,44.82720791630813,44.82720791630813,-2.663053915117119,-2.663053915117119,-2.663053915117119,0.0,0.0,0.0,12.485312820604754
1613,2002-03-07,-29.666488936771593,-37.93549017395156,63.85429021411094,-29.666488936771593,-29.666488936771593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.18868345499316,42.18868345499316,42.18868345499316,0.0,0.0,0.0,0.0,0.0,0.0,45.17479845002704,45.17479845002704,45.17479845002704,-2.9861149950338834,-2.9861149950338834,-2.9861149950338834,0.0,0.0,0.0,12.522194518221568
1614,2002-03-08,-29.65413669295692,-44.58122810769345,62.97133990578378,-29.65413669295692,-29.65413669295692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.537497524283715,41.537497524283715,41.537497524283715,0.0,0.0,0.0,0.0,0.0,0.0,44.83859602419057,44.83859602419057,44.83859602419057,-3.301098499906856,-3.301098499906856,-3.301098499906856,0.0,0.0,0.0,11.883360831326794
1615,2002-03-11,-29.61707996151291,-40.20696422598475,64.86065346181206,-29.61707996151291,-29.61707996151291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.999506340120824,40.999506340120824,40.999506340120824,0.0,0.0,0.0,0.0,0.0,0.0,45.18490775116365,45.18490775116365,45.18490775116365,-4.185401411042826,-4.185401411042826,-4.185401411042826,0.0,0.0,0.0,11.382426378607914
1616,2002-03-12,-29.604727717698243,-39.87939278056664,66.18739257942654,-29.604727717698243,-29.604727717698243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.477079926304576,40.477079926304576,40.477079926304576,0.0,0.0,0.0,0.0,0.0,0.0,44.93285398302454,44.93285398302454,44.93285398302454,-4.455774056719974,-4.455774056719974,-4.455774056719974,0.0,0.0,0.0,10.872352208606333
1617,2002-03-13,-29.592375473883575,-39.37280042274213,61.00267203095594,-29.592375473883575,-29.592375473883575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.115463944901045,40.115463944901045,40.115463944901045,0.0,0.0,0.0,0.0,0.0,0.0,44.827207916271,44.827207916271,44.827207916271,-4.7117439713699625,-4.7117439713699625,-4.7117439713699625,0.0,0.0,0.0,10.52308847101747
1618,2002-03-14,-29.580023230068903,-40.164862904404295,65.99800807921343,-29.580023230068903,-29.580023230068903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.22290140423112,40.22290140423112,40.22290140423112,0.0,0.0,0.0,0.0,0.0,0.0,45.174798450013114,45.174798450013114,45.174798450013114,-4.951897045781994,-4.951897045781994,-4.951897045781994,0.0,0.0,0.0,10.64287817416222
1619,2002-03-15,-29.567670986254235,-44.69938511745345,64.95809686446654,-29.567670986254235,-29.567670986254235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.6389384931903,41.6389384931903,41.6389384931903,1.9750975649999998,1.9750975649999998,1.9750975649999998,1.9750975649999998,1.9750975649999998,1.9750975649999998,44.83859602408454,44.83859602408454,44.83859602408454,-5.174755095894242,-5.174755095894242,-5.174755095894242,0.0,0.0,0.0,12.071267506936067
1620,2002-03-18,-29.530614254810228,-43.866488086412,63.61223744612562,-29.530614254810228,-29.530614254810228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.460893546255626,39.460893546255626,39.460893546255626,0.0,0.0,0.0,0.0,0.0,0.0,45.18490775102533,45.18490775102533,45.18490775102533,-5.724014204769702,-5.724014204769702,-5.724014204769702,0.0,0.0,0.0,9.930279291445398
1621,2002-03-19,-29.51826201099556,-42.325046910330165,62.075874186989395,-29.51826201099556,-29.51826201099556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.07082280404022,39.07082280404022,39.07082280404022,0.0,0.0,0.0,0.0,0.0,0.0,44.9328539829085,44.9328539829085,44.9328539829085,-5.862031178868278,-5.862031178868278,-5.862031178868278,0.0,0.0,0.0,9.552560793044659
1622,2002-03-20,-29.505909767180892,-45.93896118848467,60.35584001696623,-29.505909767180892,-29.505909767180892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.85229658131516,38.85229658131516,38.85229658131516,0.0,0.0,0.0,0.0,0.0,0.0,44.82720791634553,44.82720791634553,44.82720791634553,-5.974911335030372,-5.974911335030372,-5.974911335030372,0.0,0.0,0.0,9.346386814134267
1623,2002-03-21,-29.493557523366224,-43.39415269329274,62.55463132234462,-29.493557523366224,-29.493557523366224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.11359451157212,39.11359451157212,39.11359451157212,0.0,0.0,0.0,0.0,0.0,0.0,45.174798449950906,45.174798449950906,45.174798449950906,-6.061203938378794,-6.061203938378794,-6.061203938378794,0.0,0.0,0.0,9.620036988205893
1624,2002-03-22,-29.48120527955155,-46.49715007889394,61.296293211588306,-29.48120527955155,-29.48120527955155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.718998130837214,38.718998130837214,38.718998130837214,0.0,0.0,0.0,0.0,0.0,0.0,44.83859602427376,44.83859602427376,44.83859602427376,-6.119597893436548,-6.119597893436548,-6.119597893436548,0.0,0.0,0.0,9.237792851285665
1625,2002-03-25,-29.444148548107542,-41.83600902463706,61.700543286936345,-29.444148548107542,-29.444148548107542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.06741444924346,39.06741444924346,39.06741444924346,0.0,0.0,0.0,0.0,0.0,0.0,45.18490775113973,45.18490775113973,45.18490775113973,-6.117493301896281,-6.117493301896281,-6.117493301896281,0.0,0.0,0.0,9.623265901135916
1626,2002-03-26,-29.431796304292874,-40.8818380643871,67.16399733137098,-29.431796304292874,-29.431796304292874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.876999087100735,38.876999087100735,38.876999087100735,0.0,0.0,0.0,0.0,0.0,0.0,44.932853982924556,44.932853982924556,44.932853982924556,-6.055854895823824,-6.055854895823824,-6.055854895823824,0.0,0.0,0.0,9.445202782807861
1627,2002-03-27,-29.419444060478206,-46.15811444630722,65.79129309212013,-29.419444060478206,-29.419444060478206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.86346602222417,38.86346602222417,38.86346602222417,0.0,0.0,0.0,0.0,0.0,0.0,44.82720791635482,44.82720791635482,44.82720791635482,-5.963741894130644,-5.963741894130644,-5.963741894130644,0.0,0.0,0.0,9.444021961745968
1628,2002-03-28,-29.407091816663534,-49.685931136606875,61.69312140345473,-29.407091816663534,-29.407091816663534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.817808055,-3.817808055,-3.817808055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.515190408841995,35.515190408841995,35.515190408841995,-3.817808055,-3.817808055,-3.817808055,0.0,0.0,0.0,45.17479845000608,45.17479845000608,45.17479845000608,-5.841799986164089,-5.841799986164089,-5.841799986164089,0.0,0.0,0.0,6.108098592178461
1629,2002-03-29,-29.394739572848867,-36.36375710158771,70.68488560496252,-29.394739572848867,-29.394739572848867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.49962182,4.49962182,4.49962182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.647055167781254,43.647055167781254,43.647055167781254,4.49962182,4.49962182,4.49962182,0.0,0.0,0.0,44.83859602414199,44.83859602414199,44.83859602414199,-5.6911626763607375,-5.6911626763607375,-5.6911626763607375,0.0,0.0,0.0,14.252315594932387
1630,2002-04-01,-29.357682841404856,-45.04903402904304,61.52841089154538,-29.357682841404856,-29.357682841404856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.09868620265096,40.09868620265096,40.09868620265096,0.0,0.0,0.0,0.0,0.0,0.0,45.184907751097526,45.184907751097526,45.184907751097526,-5.086221548446573,-5.086221548446573,-5.086221548446573,0.0,0.0,0.0,10.741003361246104
1631,2002-04-02,-29.345330597590188,-42.9170870096891,67.17041520063948,-29.345330597590188,-29.345330597590188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.065351263722725,42.065351263722725,42.065351263722725,1.9750975649999998,1.9750975649999998,1.9750975649999998,1.9750975649999998,1.9750975649999998,1.9750975649999998,44.93285398282097,44.93285398282097,44.93285398282097,-4.842600284098237,-4.842600284098237,-4.842600284098237,0.0,0.0,0.0,12.720020666132537
1632,2002-04-03,-29.332978353775516,-35.893844314853446,64.292390660866,-29.332978353775516,-29.332978353775516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.24340811115402,40.24340811115402,40.24340811115402,0.0,0.0,0.0,0.0,0.0,0.0,44.82720791631768,44.82720791631768,44.82720791631768,-4.583799805163674,-4.583799805163674,-4.583799805163674,0.0,0.0,0.0,10.910429757378502
1633,2002-04-04,-29.32062610996085,-45.04658477427252,61.92377312086849,-29.32062610996085,-29.32062610996085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.860782103515746,40.860782103515746,40.860782103515746,0.0,0.0,0.0,0.0,0.0,0.0,45.17479845006125,45.17479845006125,45.17479845006125,-4.314016346545506,-4.314016346545506,-4.314016346545506,0.0,0.0,0.0,11.540155993554897
1634,2002-04-05,-29.30827386614618,-41.489035431878996,63.202586153302576,-29.30827386614618,-29.30827386614618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.800744674617334,40.800744674617334,40.800744674617334,0.0,0.0,0.0,0.0,0.0,0.0,44.83859602436982,44.83859602436982,44.83859602436982,-4.037851349752485,-4.037851349752485,-4.037851349752485,0.0,0.0,0.0,11.492470808471154
1635,2002-04-08,-29.271217134702173,-40.92439728406092,64.58203120210452,-29.271217134702173,-29.271217134702173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.96327445017831,41.96327445017831,41.96327445017831,0.0,0.0,0.0,0.0,0.0,0.0,45.184907751085575,45.184907751085575,45.184907751085575,-3.2216333009072646,-3.2216333009072646,-3.2216333009072646,0.0,0.0,0.0,12.692057315476138
1636,2002-04-09,-29.258864890887505,-43.102473630654536,62.85700344551539,-29.258864890887505,-29.258864890887505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.96145154941912,41.96145154941912,41.96145154941912,0.0,0.0,0.0,0.0,0.0,0.0,44.93285398284948,44.93285398284948,44.93285398284948,-2.9714024334303644,-2.9714024334303644,-2.9714024334303644,0.0,0.0,0.0,12.702586658531612
